timestamp,open,high,low,close,volume,quote_volume
2026-01-07T08:00:00+00:00,92879.14,92961.53,91600,92087.21,2601.79745,239581112.2934698
2026-01-07T12:00:00+00:00,92087.21,92299.4,91024,91349.96,3623.32777,332108178.1590524
2026-01-07T16:00:00+00:00,91349.95,91790,90675.52,91186.07,2653.80915,242047959.5615218
2026-01-07T20:00:00+00:00,91186.07,91489.6,90778.32,91364.16,1680.76712,153223434.1402932
2026-01-08T00:00:00+00:00,91364.16,91687.99,90616.36,90813.4,1794.84191,163576940.8863592
2026-01-08T04:00:00+00:00,90813.4,91188,89641.84,90548.02,3107.77644,280939164.4536061
2026-01-08T08:00:00+00:00,90548.02,90917.22,89777.25,90226.77,2431.28077,219513289.1329446
2026-01-08T12:00:00+00:00,90226.77,90847.52,89311,90781.57,4384.25882,394726196.3372755
2026-01-08T16:00:00+00:00,90781.57,91469,90312.89,90937.41,2656.5893,241747417.330853
2026-01-08T20:00:00+00:00,90937.42,91493,90568.11,91099.99,1758.04393,160119493.0663498
2026-01-09T00:00:00+00:00,91100,91632.1,90850,91220.23,1573.86844,143539695.1363659
2026-01-09T04:00:00+00:00,91220.24,91236.72,90738.34,90741.84,1493.55612,135891241.0887249
2026-01-09T08:00:00+00:00,90741.85,90843.77,89694.66,90463.11,2586.72373,233764925.1711699
2026-01-09T12:00:00+00:00,90463.12,92082.55,89850,91176.47,5694.3606,517909140.4216024
2026-01-09T16:00:00+00:00,91176.48,91783.32,90190,90332.15,2962.09045,269968099.0347066
2026-01-09T20:00:00+00:00,90332.14,90732.01,90113.87,90641.28,1279.68005,115834079.3344785
2026-01-10T00:00:00+00:00,90641.27,90782.23,90527.99,90626.14,528.98968,47953156.108902
2026-01-10T04:00:00+00:00,90626.15,90682.7,90408.23,90678.5,491.62648,44519778.6610781
2026-01-10T08:00:00+00:00,90678.5,90832,90618.28,90723.86,647.39632,58733899.4249501
2026-01-10T12:00:00+00:00,90723.87,90788.78,90538.46,90665.75,414.48163,37576099.8211168
2026-01-10T16:00:00+00:00,90665.76,90746,90504.55,90626.54,530.14761,48045037.4675609
2026-01-10T20:00:00+00:00,90626.54,90659.03,90404,90504.7,491.4755,44493403.9966902
2026-01-11T00:00:00+00:00,90504.7,90737.95,90451.1,90733.5,463.88039,42051077.8909056
2026-01-11T04:00:00+00:00,90733.49,90850,90585.34,90710.79,546.84342,49620691.8973478
2026-01-11T08:00:00+00:00,90710.8,90816,90610.27,90754.99,694.37617,63005915.2324175
2026-01-11T12:00:00+00:00,90754.99,91191.5,90708.25,90875.79,1144.02813,104038227.4027365
2026-01-11T16:00:00+00:00,90875.79,91283.89,90673.3,90690.8,961.40735,87473936.3307343
2026-01-11T20:00:00+00:00,90690.81,91041.79,90236,91013.65,1666.60048,151056015.1778082
2026-01-12T00:00:00+00:00,91013.66,92519.95,90700.29,91808.12,3786.46912,347253069.6496484
2026-01-12T04:00:00+00:00,91808.12,92290.81,91381.36,91408.09,1706.23351,156828888.7569121
2026-01-12T08:00:00+00:00,91408.09,91630.13,90370,90620.96,2761.14204,250751817.4697381
2026-01-12T12:00:00+00:00,90620.95,91665,90128.44,91665,2904.06995,263929473.5737071
2026-01-12T16:00:00+00:00,91664.99,92332,91000.53,91861.27,3629.97324,333268940.8490825
2026-01-12T20:00:00+00:00,91861.27,92046.23,90938.2,91296.2,1400.19482,127932671.9702182
2026-01-13T00:00:00+00:00,91296.2,91546.08,91042.66,91408.91,1312.52459,119841692.4564612
2026-01-13T04:00:00+00:00,91408.9,92275.38,91350.71,91942,2568.59009,236174198.0768592
2026-01-13T08:00:00+00:00,91941.99,92672.11,91924.27,92000.74,2545.21662,234776011.9427941
2026-01-13T12:00:00+00:00,92000.73,93450,91787.61,93449.99,4336.89557,401086823.4086086
2026-01-13T16:00:00+00:00,93449.99,94231.82,93078.31,94226.84,4752.59807,444758231.025622
2026-01-13T20:00:00+00:00,94226.85,96495,94062,95414,7505.68988,713133844.2073587
2026-01-14T00:00:00+00:00,95413.99,95722.01,95116.03,95720.99,2381.89992,227239900.7223417
2026-01-14T04:00:00+00:00,95720.99,95799.22,94559.28,95205.1,2873.6342,273149042.5766023
2026-01-14T08:00:00+00:00,95205.11,95315.15,94737.95,94792.99,1756.03488,166885522.1556041
2026-01-14T12:00:00+00:00,94793,97084.68,94680.67,96764.57,6031.62524,580345459.9314647
2026-01-14T16:00:00+00:00,96764.57,97777,96246.56,97267.42,6680.63165,649361297.855257
2026-01-14T20:00:00+00:00,97267.42,97924.49,96772.02,96951.78,3128.06839,304554598.4073449
2026-01-15T00:00:00+00:00,96951.78,97000,95777,95985.1,2821.68199,272054276.5747434
2026-01-15T04:00:00+00:00,95985.11,96760.15,95952.89,96630.48,2056.29256,198178492.146447
2026-01-15T08:00:00+00:00,96630.47,97193.34,96289.98,96581.08,2793.34386,270237014.4926607
2026-01-15T12:00:00+00:00,96581.07,97165.03,95435.91,96737.04,4818.18164,463879280.8432028
2026-01-15T16:00:00+00:00,96737.04,97163,95183.13,95516.01,7868.89039,758114914.4935715
2026-01-15T20:00:00+00:00,95516.01,95871,95134.48,95604.8,1367.42325,130544204.2931082
2026-01-16T00:00:00+00:00,95604.81,95855.12,95321.58,95354.69,1207.1411,115378279.7006572
2026-01-16T04:00:00+00:00,95354.69,95816.83,95133.03,95653.16,2294.926,219083322.7890941
2026-01-16T08:00:00+00:00,95653.16,95871.47,95261.43,95429.09,1614.38797,154250645.183386
2026-01-16T12:00:00+00:00,95429.09,95809.08,94293.46,94585.98,3014.1328,286570081.0735824
2026-01-16T16:00:00+00:00,94585.99,95215.74,94508,95002.09,1854.59442,175975525.5332734
2026-01-16T20:00:00+00:00,95002.09,95600,94682,95550.94,1182.53231,112761553.7972583
2026-01-17T00:00:00+00:00,95550.94,95578.2,95200,95372.95,520.98136,49695618.6579246
2026-01-17T04:00:00+00:00,95372.94,95373.64,95041.7,95101.67,558.53587,53193870.7371647
2026-01-17T08:00:00+00:00,95101.67,95323.86,95021.67,95323.86,614.83515,58543264.6839111
2026-01-17T12:00:00+00:00,95323.85,95639.45,95198.81,95573.64,1450.99515,138504947.1210961
2026-01-17T16:00:00+00:00,95573.65,95576.14,95212.25,95291.38,636.49063,60710385.0233725
2026-01-17T20:00:00+00:00,95291.37,95412.86,95050,95147.77,498.96321,47513855.4484389
2026-01-18T00:00:00+00:00,95147.77,95250,94876.33,95200.29,721.03445,68534005.3790473
2026-01-18T04:00:00+00:00,95200.29,95260,95028.27,95028.27,705.29271,67090007.5607823
